Name,Category,Image URL
one piece - zoro.jpg,Anime - One Piece,https://drive.google.com/uc?export=view&id=1GYWV72d03GJLtE7cEyHOtW2tpi8fddH-
one piece - ace.jpg,Anime - One Piece,https://drive.google.com/uc?export=view&id=1-xSaUCAAKtp9TBcCFK0dz-M8JOVL-LqE
jujutsu kaisen.jpg,Anime - JJK,https://drive.google.com/uc?export=view&id=1SSSm-Mk--cMqkvE8guG4XcRDLU7q6U9J
spirited away.jpg,Anime - Movies,https://drive.google.com/uc?export=view&id=1MUnPVKdoMG6s_PFhygq8qyPYtBQsggsO
ghib.jpg,Anime - Movies,https://drive.google.com/uc?export=view&id=1KQUQxEeG9YB8bA6Ji0d_OHpRkOXcqqgJ
flow.jpg,Anime - Movies,https://drive.google.com/uc?export=view&id=1JTp-Rvz5GDENXxuYMwyvOCdmArKABGd5
paprika.jpg,Anime - Movies,https://drive.google.com/uc?export=view&id=1YH-_5ETBgVz7PmMYwFz7XLljOW_rq6kp
akira.jpg,Anime - Movies,https://drive.google.com/uc?export=view&id=1jS6-GZcHvIe59jLTuKWQXwgLrB4qIYOz
pulp fiction.jpg,Movies - English,https://drive.google.com/uc?export=view&id=1yw8PpyAxJC1tOWduaYHVTltibGqcMUBE
django unchained.jpg,Movies - English,https://drive.google.com/uc?export=view&id=1WwT4tJ68qQ8X1QrXPcIsS7DFvi1UU2Hr
no country for old men.jpg,Movies - English,https://drive.google.com/uc?export=view&id=1xNtQ-EF7E2YxFtjc-B1ynOf8lHhYwB6l
la la land.jpg,Movies - English,https://drive.google.com/uc?export=view&id=13WdFkjAYpgoRIAYbCrduntaH1Bw7ybNF
leon.jpg,Movies - English,https://drive.google.com/uc?export=view&id=11HlP2qkcFgnOD50kWJTdTOjCjdXjBYvB
7 samurai.jpg,Movies - English,https://drive.google.com/uc?export=view&id=12pVqTLbRztKUiisukEeveuyEr-79yWcx
blade runner.jpg,Movies - English,https://drive.google.com/uc?export=view&id=1S2IO5KWucyq2C07Cvx4XK6M7ARnQoBvu
apocalypse now.jpg,Movies - English,https://drive.google.com/uc?export=view&id=1JvmdY58Ko9FGLxyDgFFOgLRwKCTfDZi7
whiplash.jpg,Movies - English,https://drive.google.com/uc?export=view&id=1-yaGFf7Cd0udSWUr5Skc3lTmLq-J2eaq
psycho.jpg,Movies - English,https://drive.google.com/uc?export=view&id=1x4LNIrQXjDwKsKx26XEDbvfjOjhx-fnf
heat.jpg,Movies - English,https://drive.google.com/uc?export=view&id=1wjx9hE378stz0YS0s8p8444I7y5anQRs
the departed.jpg,Movies - English,https://drive.google.com/uc?export=view&id=10f3g8AS-FvnoPyrxYtY5wYLMqyRazFqz
mad max fury road.jpg,Movies - English,https://drive.google.com/uc?export=view&id=1-qB2WHwZCbVI4viMkgRfxTrKLPFxDCLJ
full metal jacket.jpg,Movies - English,https://drive.google.com/uc?export=view&id=188TVyb4t8n6PbN_4V8RMRF8YGS9nXyIL
pianist.jpg,Movies - English,https://drive.google.com/uc?export=view&id=1WXOus-UPjmMsnyqPP69RucYOU33QziQh
wolf of wall street.jpg,Movies - English,https://drive.google.com/uc?export=view&id=1eaLCQetJoqDNZXy_Yz4XZvTa3tI-KP3z
brad pitt.jpg,Movies - English,https://drive.google.com/uc?export=view&id=1Axb2db4pFLIRDVVyj51cQLAVPGIG8nAC
rajni kanth.jpg,Movies - Tamil,https://drive.google.com/uc?export=view&id=1qbVR2mptM2lbv0Z0hqR4XJ84vKg-mIL9
96.jpg,Movies - Tamil,https://drive.google.com/uc?export=view&id=1MJIqExiQ_uIouzkj32kv0E3J2U3CGOln
ak.jpg,Movies - Tamil,https://drive.google.com/uc?export=view&id=15RCUQjadIr18-bqHTUzdIxNZfkWd7oM3
meiyaghan.jpg,Movies - Tamil,https://drive.google.com/uc?export=view&id=1rALbY78n9tOOagCCief9WI7ha8COCeEa
andavar.jpg,Movies - Tamil,https://drive.google.com/uc?export=view&id=124lSz2BiJL2swIEO3JjfjiLW-QENOMGe
marvel.jpg,Marvel,https://drive.google.com/uc?export=view&id=1Vg5Ly2hVpNqjQZgpzvXKmNcYooIKdP5Y
spidey.jpg,Marvel,https://drive.google.com/uc?export=view&id=1qhTwTmr00daixWPNBAedXRBdavXL_TcK
odinie.jpg,Marvel,https://drive.google.com/uc?export=view&id=1wV0j85JxGoZDSAIu6A4KCwXaw8jww0cu
gym.jpg,Motivation,https://drive.google.com/uc?export=view&id=1a_sXbGs-RLm5l29MxdrurKli6Ixf68MQ
FREEDOM.jpg,Motivation,https://drive.google.com/uc?export=view&id=1F2eC0MvpMBGbci5iSuFqa_1dkierDOpJ
conor mcgregor.jpg,Motivation,https://drive.google.com/uc?export=view&id=1ZMJcsxC3e0fEAsazG3ekt8IEVg6gZO-o
CHE GUEVARA.jpg,Motivation,https://drive.google.com/uc?export=view&id=1DwzWNpDFmzFQTwed13CCtt6Gi0M_cZAD
mm.jpg,Motivation,https://drive.google.com/uc?export=view&id=1Y_5XXaOW4FU8Scwr7PCOl8GnPIREbJoY
epv.jpg,Motivation,https://drive.google.com/uc?export=view&id=1VqMab8gD--OG541Y7SjGuB9xXT_KI3DC
van gogh 1.jpg,Van Gogh,https://drive.google.com/uc?export=view&id=1YMkNcN_ou2d-iSHO9rxsHwOgVSV0gQ1P
van gogh 2.jpg,Van Gogh,https://drive.google.com/uc?export=view&id=1zsPTV0_furuPcwytL2p5ImEW5seAybC2
gvp.jpg,Music Artist - Tamil,https://drive.google.com/uc?export=view&id=1PWWlZ1EO9kn-X2GMyIyJsaquOcC14Yvd
the weeknd.jpg,Music Artist - English,https://drive.google.com/uc?export=view&id=1I209TRf1hjPk_tMfkWOiC56Z4cqV33je
hihh.jpg,Music Artist - English,https://drive.google.com/uc?export=view&id=1faIH4N8XL9-KmsVEN3xp0E5sQrHuXjSm
thomas shelby.jpg,Series,https://drive.google.com/uc?export=view&id=1Yg3ZFr9y0KL2pg5GdH6WEDDy8TuxbO0o
